date,address,latitude,longitude,bph
2014-12-20,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-21,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-22,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-23,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-24,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-25,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-26,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-27,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-28,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-29,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-30,Khlong Luang Rice research Center,14.117,100.62,0
2014-12-31,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-01,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-02,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-03,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-04,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-05,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-06,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-07,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-08,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-09,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-10,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-11,Khlong Luang Rice research Center,14.117,100.62,0
2015-01-12,Khlong Luang Rice research Center,14.117,100.62,10
2015-01-13,Khlong Luang Rice research Center,14.117,100.62,12
2015-01-14,Khlong Luang Rice research Center,14.117,100.62,15
2015-01-15,Khlong Luang Rice research Center,14.117,100.62,540
2015-01-16,Khlong Luang Rice research Center,14.117,100.62,50
2015-01-17,Khlong Luang Rice research Center,14.117,100.62,60
2015-01-18,Khlong Luang Rice research Center,14.117,100.62,30
2015-01-19,Khlong Luang Rice research Center,14.117,100.62,60
2015-01-20,Khlong Luang Rice research Center,14.117,100.62,70
2015-01-21,Khlong Luang Rice research Center,14.117,100.62,40
